customer_id,credit_score,credit_history_years,number_of_defaults,last_default_year
C07824,609,2,2,2024.0
C07825,661,6,1,2022.0
C07826,671,23,1,2019.0
C07827,747,20,1,2024.0
C07828,784,8,0,
C07829,450,10,4,2024.0
C07830,668,9,1,2020.0
C07831,484,2,2,2023.0
C07832,667,6,1,2021.0
C07833,595,24,2,2023.0
C07834,754,9,1,2021.0
C07835,676,15,2,2015.0
C07836,712,10,1,2017.0
C07837,769,5,1,2023.0
C07838,685,22,2,2016.0
C07839,790,15,0,
C07840,358,13,2,2023.0
C07841,696,4,2,2017.0
C07842,793,19,0,
C07843,654,7,2,2019.0
C07844,749,15,1,2018.0
C07845,769,25,0,
C07846,667,5,1,2024.0
C07847,651,17,2,2018.0
C07848,706,17,1,2017.0
C07849,666,1,2,2019.0
C07850,791,3,0,
C07851,662,20,2,2016.0
C07852,303,12,4,2021.0
C07853,682,16,2,2018.0
C07854,779,20,1,2020.0
C07855,668,2,1,2021.0
C07856,672,14,1,2018.0
C07857,709,22,1,2017.0
C07858,690,16,2,2022.0
C07859,764,25,1,2015.0
C07860,743,24,0,
C07861,701,2,1,2018.0
C07862,771,2,1,2018.0
C07863,736,20,1,2017.0
C07864,474,20,5,2021.0
C07865,782,16,1,2019.0
C07866,720,12,1,2016.0
C07867,411,6,2,2019.0
C07868,593,7,4,2022.0
C07869,733,6,1,2020.0
C07870,734,16,0,
C07871,762,25,0,
C07872,783,12,1,2022.0
C07873,495,17,5,2022.0
C07874,710,14,0,
C07875,696,11,2,2020.0
C07876,726,14,1,2019.0
C07877,688,23,2,2022.0
C07878,766,9,0,
C07879,744,4,1,2018.0
C07880,786,25,0,
C07881,668,12,1,2017.0
C07882,800,14,1,2023.0
C07883,770,20,1,2016.0
C07884,789,6,0,
C07885,691,2,2,2019.0
C07886,689,9,2,2024.0
C07887,762,18,1,2016.0
C07888,757,2,0,
C07889,671,14,2,2023.0
C07890,715,15,1,2018.0
C07891,741,13,0,
C07892,714,25,1,2015.0
C07893,718,17,0,
C07894,527,14,2,2015.0
C07895,462,21,2,2017.0
C07896,791,20,1,2018.0
C07897,675,8,1,2016.0
C07898,739,15,0,
C07899,771,20,1,2017.0
C07900,770,8,1,2023.0
C07901,682,4,1,2024.0
C07902,780,15,0,
C07903,691,17,1,2023.0
C07904,748,19,1,2022.0
C07905,675,7,1,2017.0
C07906,700,13,1,2022.0
C07907,706,24,1,2024.0
C07908,762,14,1,2024.0
C07909,724,22,1,2018.0
C07910,692,3,1,2021.0
C07911,700,19,0,
C07912,671,12,1,2023.0
C07913,709,3,0,
C07914,650,10,1,2018.0
C07915,774,24,0,
C07916,686,6,2,2020.0
C07917,662,23,1,2021.0
C07918,722,18,1,2016.0
C07919,686,15,1,2022.0
C07920,413,13,3,2022.0
C07921,798,9,0,
C07922,691,8,2,2024.0
C07923,457,20,2,2019.0
C07924,781,21,0,
C07925,719,7,0,
C07926,682,4,1,2021.0
C07927,735,18,1,2022.0
C07928,705,6,1,2018.0
C07929,774,7,0,
C07930,794,14,0,
C07931,651,18,2,2015.0
C07932,723,21,1,2023.0
C07933,739,21,1,2022.0
C07934,669,6,2,2024.0
C07935,693,2,2,2017.0
C07936,652,24,2,2015.0
C07937,750,12,0,
C07938,695,3,2,2017.0
C07939,692,4,2,2018.0
C07940,675,1,1,2024.0
C07941,747,16,0,
C07942,705,25,0,
C07943,770,8,1,2023.0
C07944,697,9,2,2022.0
C07945,714,3,0,
C07946,677,13,2,2019.0
C07947,732,17,1,2020.0
C07948,483,10,2,2020.0
C07949,788,9,1,2021.0
C07950,693,14,1,2023.0
C07951,780,17,1,2017.0
C07952,778,17,0,
C07953,787,22,0,
C07954,696,17,1,2022.0
C07955,709,23,0,
C07956,727,20,0,
C07957,712,22,0,
C07958,381,23,4,2016.0
C07959,796,2,1,2024.0
C07960,359,7,2,2015.0
C07961,704,23,0,
C07962,437,11,4,2015.0
C07963,777,4,0,
C07964,790,4,0,
C07965,686,8,1,2019.0
C07966,564,8,5,2017.0
C07967,757,19,1,2023.0
C07968,360,24,2,2021.0
C07969,731,25,0,
C07970,747,20,1,2020.0
C07971,596,16,3,2017.0
C07972,800,25,1,2016.0
C07973,674,10,1,2023.0
C07974,775,17,0,
C07975,728,17,1,2019.0
C07976,664,5,1,2022.0
C07977,751,9,0,
C07978,652,8,1,2021.0
C07979,656,13,2,2019.0
C07980,726,2,1,2021.0
C07981,683,4,2,2016.0
C07982,769,17,1,2015.0
C07983,766,18,1,2016.0
C07984,706,13,0,
C07985,689,21,2,2021.0
C07986,695,17,2,2015.0
C07987,654,25,2,2019.0
C07988,683,20,1,2024.0
C07989,719,2,0,
C07990,787,10,1,2023.0
C07991,521,6,5,2024.0
C07992,738,17,0,
C07993,771,20,0,
C07994,619,19,5,2022.0
C07995,712,11,1,2022.0
C07996,669,11,1,2015.0
C07997,458,11,5,2015.0
C07998,769,18,1,2016.0
C07999,670,13,2,2020.0
C08000,793,19,1,2019.0
C08001,668,23,1,2017.0
C08002,714,8,0,
C08003,660,11,1,2019.0
C08004,798,18,0,
C08005,684,11,2,2017.0
C08006,765,5,1,2016.0
C08007,736,12,0,
C08008,670,16,2,2022.0
C08009,688,17,1,2015.0
C08010,760,10,0,
C08011,746,1,0,
C08012,715,1,1,2016.0
C08013,765,6,0,
C08014,735,7,1,2019.0
C08015,628,10,2,2016.0
C08016,689,18,1,2022.0
C08017,705,19,0,
C08018,663,1,2,2024.0
C08019,791,18,0,
C08020,681,18,2,2019.0
C08021,682,4,1,2017.0
C08022,376,11,2,2023.0
C08023,411,1,5,2023.0
C08024,512,8,5,2017.0
C08025,786,20,1,2024.0
C08026,675,14,2,2017.0
C08027,668,5,2,2023.0
C08028,344,8,4,2022.0
C08029,303,8,4,2023.0
C08030,722,22,0,
C08031,747,2,0,
C08032,697,24,1,2015.0
C08033,654,23,1,2016.0
C08034,703,20,0,
C08035,723,10,0,
C08036,338,20,5,2022.0
C08037,580,18,2,2019.0
C08038,718,21,1,2024.0
C08039,717,18,1,2021.0
C08040,702,1,0,
C08041,737,4,0,
C08042,538,25,2,2022.0
C08043,700,1,0,
C08044,357,22,2,2015.0
C08045,687,5,1,2020.0
C08046,705,16,1,2015.0
C08047,655,21,1,2019.0
C08048,701,10,0,
C08049,659,13,2,2021.0
C08050,760,24,0,
C08051,715,23,0,
C08052,663,24,2,2017.0
C08053,676,13,1,2021.0
C08054,572,11,4,2024.0
C08055,741,16,1,2023.0
C08056,555,4,4,2019.0
C08057,758,13,1,2024.0
C08058,732,3,1,2021.0
C08059,775,23,0,
C08060,383,24,2,2024.0
C08061,696,10,1,2022.0
C08062,749,25,1,2021.0
C08063,742,24,1,2020.0
C08064,792,11,1,2019.0
C08065,713,20,1,2019.0
C08066,792,21,0,
C08067,749,20,0,
C08068,735,7,0,
C08069,775,14,0,
C08070,787,21,0,
C08071,666,15,2,2020.0
C08072,776,1,1,2023.0
C08073,691,4,2,2024.0
C08074,677,16,2,2017.0
C08075,721,25,0,
C08076,785,15,0,
C08077,754,24,0,
C08078,680,10,1,2023.0
C08079,721,20,1,2022.0
C08080,731,13,1,2022.0
C08081,756,21,1,2023.0
C08082,779,9,1,2024.0
C08083,788,22,0,
C08084,777,20,1,2016.0
C08085,796,11,1,2022.0
C08086,765,16,1,2017.0
C08087,692,24,1,2024.0
C08088,553,2,4,2021.0
C08089,754,4,1,2015.0
C08090,531,9,3,2024.0
C08091,693,11,2,2019.0
C08092,705,6,0,
C08093,753,11,1,2023.0
C08094,741,18,0,
C08095,766,8,1,2020.0
C08096,688,23,2,2017.0
C08097,781,11,0,
C08098,790,3,0,
C08099,573,3,5,2023.0
C08100,716,4,0,
C08101,709,22,1,2022.0
C08102,747,6,0,
C08103,670,8,2,2021.0
C08104,657,25,2,2016.0
C08105,659,21,2,2018.0
C08106,767,5,1,2020.0
C08107,590,10,5,2021.0
C08108,712,18,0,
C08109,779,24,0,
C08110,678,10,1,2017.0
C08111,771,4,0,
C08112,793,18,0,
C08113,740,1,1,2023.0
C08114,776,24,0,
C08115,693,4,1,2018.0
C08116,390,4,2,2023.0
C08117,711,22,0,
C08118,678,1,2,2018.0
C08119,744,4,1,2023.0
C08120,740,19,0,
C08121,306,24,5,2016.0
C08122,651,11,2,2017.0
C08123,651,16,1,2023.0
C08124,728,8,1,2018.0
C08125,672,22,1,2016.0
C08126,738,6,0,
C08127,768,18,1,2019.0
C08128,787,8,0,
C08129,755,17,1,2023.0
C08130,721,4,1,2024.0
C08131,650,11,2,2016.0
C08132,757,13,1,2023.0
C08133,744,21,1,2015.0
C08134,706,7,0,
C08135,660,23,2,2024.0
C08136,629,8,2,2021.0
C08137,799,17,1,2016.0
C08138,664,21,2,2015.0
C08139,766,7,1,2023.0
C08140,796,13,1,2015.0
C08141,789,17,0,
C08142,607,11,2,2023.0
C08143,725,22,1,2017.0
C08144,764,16,0,
C08145,660,8,1,2023.0
C08146,540,23,2,2015.0
C08147,776,8,1,2015.0
C08148,795,14,0,
C08149,729,11,1,2024.0
C08150,663,21,1,2022.0
C08151,663,5,1,2017.0
C08152,728,3,1,2023.0
C08153,698,8,1,2017.0
C08154,734,23,0,
C08155,659,18,1,2016.0
C08156,687,13,1,2021.0
C08157,784,16,0,
C08158,671,20,1,2020.0
C08159,663,2,1,2022.0
C08160,760,13,0,
C08161,772,1,1,2018.0
C08162,710,22,0,
C08163,680,19,1,2021.0
C08164,709,2,0,
C08165,762,20,0,
C08166,663,20,2,2016.0
C08167,757,24,0,
C08168,316,11,5,2021.0
C08169,794,8,0,
C08170,628,23,2,2022.0
C08171,778,13,1,2020.0
C08172,760,6,1,2023.0
C08173,396,19,5,2022.0
C08174,658,17,2,2019.0
C08175,713,12,1,2022.0
C08176,757,16,1,2018.0
C08177,706,4,0,
C08178,784,18,0,
C08179,783,12,1,2023.0
C08180,733,10,0,
C08181,765,21,1,2017.0
C08182,709,20,0,
C08183,712,17,1,2016.0
C08184,721,16,1,2017.0
C08185,789,21,0,
C08186,757,2,1,2017.0
C08187,717,22,0,
C08188,433,12,3,2022.0
C08189,765,4,0,
C08190,777,4,1,2015.0
C08191,760,21,1,2018.0
C08192,681,13,2,2020.0
C08193,742,25,1,2016.0
C08194,451,7,5,2015.0
C08195,693,10,2,2024.0
C08196,650,9,2,2015.0
C08197,665,24,2,2019.0
C08198,774,20,0,
C08199,759,8,0,
C08200,742,4,1,2015.0
C08201,730,2,1,2018.0
C08202,680,18,2,2017.0
C08203,784,11,1,2022.0
C08204,662,6,2,2019.0
C08205,509,24,4,2021.0
C08206,785,23,0,
C08207,702,11,1,2016.0
C08208,693,3,1,2017.0
C08209,791,1,1,2023.0
C08210,690,19,2,2021.0
C08211,762,4,1,2022.0
C08212,609,3,4,2015.0
C08213,698,10,2,2019.0
C08214,756,17,1,2022.0
C08215,758,15,0,
C08216,424,20,5,2022.0
C08217,724,14,1,2017.0
C08218,785,16,1,2017.0
C08219,718,22,1,2023.0
C08220,320,3,5,2020.0
C08221,732,23,0,
C08222,684,25,2,2024.0
C08223,662,18,1,2020.0
C08224,706,23,1,2016.0
C08225,779,20,0,
C08226,759,19,0,
C08227,326,6,3,2023.0
C08228,754,6,1,2019.0
C08229,681,12,1,2017.0
C08230,718,4,0,
C08231,768,23,1,2015.0
C08232,750,11,1,2016.0
C08233,619,13,3,2021.0
C08234,708,22,1,2015.0
C08235,670,3,1,2022.0
C08236,659,17,2,2021.0
C08237,696,4,2,2015.0
C08238,691,19,2,2018.0
C08239,653,5,1,2015.0
C08240,426,19,2,2023.0
C08241,713,16,1,2020.0
C08242,653,10,1,2021.0
C08243,659,8,2,2024.0
C08244,756,14,1,2022.0
C08245,754,21,1,2019.0
C08246,720,9,0,
C08247,783,16,1,2020.0
C08248,592,3,4,2024.0
C08249,675,21,2,2018.0
C08250,734,9,0,
C08251,765,9,0,
C08252,784,14,1,2018.0
C08253,727,25,1,2023.0
C08254,652,23,2,2023.0
C08255,720,18,1,2017.0
C08256,738,22,1,2015.0
C08257,707,2,1,2021.0
C08258,700,13,1,2022.0
C08259,676,10,1,2015.0
C08260,739,7,1,2024.0
C08261,757,10,1,2020.0
C08262,717,23,0,
C08263,682,25,2,2022.0
C08264,742,5,0,
C08265,662,11,1,2022.0
C08266,719,24,0,
C08267,746,17,0,
C08268,705,6,1,2016.0
C08269,692,2,1,2022.0
C08270,685,16,1,2017.0
C08271,758,1,1,2022.0
C08272,723,3,1,2024.0
C08273,676,1,2,2018.0
C08274,725,1,0,
C08275,747,23,1,2019.0
C08276,656,14,2,2015.0
C08277,671,15,2,2023.0
C08278,764,4,1,2016.0
C08279,721,21,0,
C08280,646,20,2,2020.0
C08281,770,22,1,2020.0
C08282,711,6,0,
C08283,655,4,2,2022.0
C08284,718,18,0,
C08285,796,18,1,2021.0
C08286,669,20,2,2021.0
C08287,787,1,0,
C08288,793,10,1,2019.0
C08289,732,15,0,
C08290,702,4,1,2022.0
C08291,739,11,0,
C08292,695,18,2,2021.0
C08293,653,13,1,2021.0
C08294,717,15,1,2019.0
C08295,649,22,3,2015.0
C08296,773,7,1,2017.0
C08297,762,22,0,
C08298,755,5,0,
C08299,712,8,1,2018.0
C08300,678,16,2,2024.0
C08301,781,8,0,
C08302,736,24,1,2015.0
C08303,678,5,2,2020.0
C08304,514,2,4,2016.0
C08305,682,9,2,2019.0
C08306,692,6,1,2018.0
C08307,714,9,0,
C08308,690,8,1,2022.0
C08309,750,13,1,2023.0
C08310,510,2,2,2023.0
C08311,680,20,2,2023.0
C08312,740,21,1,2017.0
C08313,769,19,1,2024.0
C08314,771,19,1,2022.0
C08315,777,16,0,
C08316,710,19,0,
C08317,685,10,2,2022.0
C08318,779,16,0,
C08319,675,9,1,2024.0
C08320,757,23,0,
C08321,703,18,0,
C08322,736,11,1,2021.0
C08323,694,25,1,2023.0
C08324,335,2,5,2022.0
C08325,676,9,2,2023.0
C08326,396,19,4,2019.0
C08327,719,21,0,
C08328,670,12,1,2023.0
C08329,663,4,1,2016.0
C08330,665,19,2,2023.0
C08331,736,25,1,2018.0
C08332,735,5,1,2023.0
C08333,368,12,2,2018.0
C08334,681,8,2,2016.0
C08335,748,14,1,2017.0
C08336,672,20,1,2016.0
C08337,747,3,0,
C08338,734,3,0,
C08339,711,25,1,2019.0
C08340,708,13,0,
C08341,738,12,0,
C08342,724,17,0,
C08343,707,22,0,
C08344,795,21,1,2016.0
C08345,656,24,1,2017.0
C08346,733,9,1,2021.0
C08347,765,7,1,2024.0
C08348,799,9,0,
C08349,740,23,1,2020.0
C08350,763,3,0,
C08351,691,21,2,2019.0
C08352,312,17,3,2023.0
C08353,665,16,2,2018.0
C08354,751,2,1,2018.0
C08355,671,15,2,2024.0
C08356,736,18,0,
C08357,685,19,1,2016.0
C08358,773,1,0,
C08359,744,1,0,
C08360,713,20,1,2016.0
C08361,727,12,0,
C08362,523,22,4,2021.0
C08363,673,16,2,2024.0
C08364,754,24,0,
C08365,711,9,1,2022.0
C08366,692,23,2,2019.0
C08367,743,19,1,2017.0
C08368,794,1,0,
C08369,686,8,2,2020.0
C08370,790,13,1,2016.0
C08371,671,13,1,2016.0
C08372,432,9,2,2016.0
C08373,342,19,2,2015.0
C08374,722,14,1,2019.0
C08375,671,8,2,2023.0
C08376,738,23,1,2019.0
C08377,749,13,1,2018.0
C08378,704,22,1,2023.0
C08379,786,11,1,2016.0
C08380,653,3,2,2024.0
C08381,367,21,3,2021.0
C08382,746,12,0,
C08383,531,11,2,2021.0
C08384,719,7,1,2017.0
C08385,373,12,3,2019.0
C08386,760,2,0,
C08387,689,4,2,2018.0
C08388,565,14,3,2022.0
C08389,730,9,0,
C08390,767,16,0,
C08391,744,13,1,2021.0
C08392,768,2,1,2023.0
C08393,573,8,4,2020.0
C08394,783,17,1,2023.0
C08395,503,12,5,2020.0
C08396,728,2,1,2017.0
C08397,711,18,1,2015.0
C08398,773,3,0,
C08399,391,5,2,2017.0
C08400,596,24,3,2018.0
C08401,713,4,0,
C08402,795,20,1,2019.0
C08403,318,21,5,2018.0
C08404,746,16,0,
C08405,652,15,1,2021.0
C08406,798,5,0,
C08407,553,3,5,2015.0
C08408,704,2,0,
C08409,725,20,0,
C08410,792,8,0,
C08411,712,8,0,
C08412,457,18,5,2017.0
C08413,768,20,1,2015.0
C08414,668,2,1,2020.0
C08415,775,20,1,2024.0
C08416,663,7,1,2020.0
C08417,669,15,2,2021.0
C08418,662,5,2,2017.0
C08419,783,6,0,
C08420,735,13,0,
C08421,698,17,1,2021.0
C08422,720,15,0,
C08423,662,8,1,2024.0
C08424,650,4,1,2024.0
C08425,607,24,4,2021.0
C08426,735,10,0,
C08427,715,5,1,2016.0
C08428,776,11,0,
C08429,783,15,1,2024.0
C08430,798,8,1,2021.0
C08431,484,12,4,2015.0
C08432,744,6,1,2019.0
C08433,658,13,1,2023.0
C08434,738,8,0,
C08435,662,12,1,2021.0
C08436,703,20,0,
C08437,780,25,0,
C08438,642,18,2,2019.0
C08439,671,17,1,2024.0
C08440,689,1,2,2019.0
C08441,707,11,1,2021.0
C08442,672,2,1,2016.0
C08443,670,25,1,2022.0
C08444,651,4,1,2018.0
C08445,626,2,4,2024.0
C08446,649,8,4,2018.0
C08447,657,22,2,2018.0
C08448,658,19,1,2019.0
C08449,695,7,2,2024.0
C08450,702,6,1,2023.0
C08451,689,11,1,2015.0
C08452,666,16,2,2018.0
C08453,792,19,0,
C08454,764,24,0,
C08455,752,10,0,
C08456,303,14,3,2015.0
C08457,747,4,1,2022.0
C08458,779,10,1,2023.0
C08459,758,5,0,
C08460,799,1,0,
C08461,790,7,0,
C08462,774,18,0,
C08463,671,21,1,2016.0
C08464,779,19,0,
C08465,778,20,1,2020.0
C08466,682,9,2,2017.0
C08467,762,14,0,
C08468,623,13,2,2018.0
C08469,350,8,3,2021.0
C08470,700,24,1,2022.0
C08471,724,4,1,2022.0
C08472,507,9,2,2023.0
C08473,370,5,5,2019.0
C08474,774,24,0,
C08475,789,24,1,2021.0
C08476,710,21,0,
C08477,728,16,0,
C08478,623,20,3,2019.0
C08479,721,15,0,
C08480,791,5,0,
C08481,370,5,5,2015.0
C08482,785,1,0,
C08483,788,24,1,2023.0
C08484,785,1,0,
C08485,662,2,1,2018.0
C08486,667,13,1,2022.0
C08487,509,25,2,2016.0
C08488,764,2,1,2017.0
C08489,785,7,0,
C08490,729,14,0,
C08491,724,18,1,2023.0
C08492,704,17,0,
C08493,764,12,1,2022.0
C08494,726,12,0,
C08495,753,14,1,2021.0
C08496,651,15,1,2019.0
C08497,673,18,1,2023.0
C08498,674,21,1,2021.0
C08499,703,23,1,2017.0
C08500,787,16,1,2016.0
C08501,687,23,2,2017.0
C08502,312,13,2,2019.0
C08503,687,21,1,2023.0
C08504,666,12,1,2018.0
C08505,760,25,0,
C08506,689,14,1,2020.0
C08507,656,1,1,2020.0
C08508,748,15,1,2017.0
C08509,775,21,1,2016.0
C08510,755,12,1,2019.0
C08511,685,12,1,2019.0
C08512,665,6,2,2023.0
C08513,764,21,0,
C08514,650,16,1,2019.0
C08515,659,10,2,2021.0
C08516,543,21,3,2023.0
C08517,753,19,1,2024.0
C08518,795,9,0,
C08519,679,11,1,2023.0
C08520,736,15,1,2024.0
C08521,776,25,1,2021.0
C08522,701,23,0,
C08523,745,18,0,
C08524,778,2,1,2018.0
C08525,669,19,1,2019.0
C08526,714,11,1,2022.0
C08527,728,8,0,
C08528,726,18,1,2019.0
C08529,707,11,1,2017.0
C08530,761,18,0,
C08531,362,1,3,2016.0
C08532,474,24,5,2022.0
C08533,703,14,0,
C08534,349,14,4,2022.0
C08535,650,15,2,2022.0
C08536,706,1,1,2020.0
C08537,686,15,2,2019.0
C08538,668,25,2,2018.0
C08539,654,22,2,2024.0
C08540,714,4,1,2020.0
C08541,702,5,0,
C08542,717,11,1,2019.0
C08543,672,9,1,2018.0
C08544,747,24,0,
C08545,789,3,1,2016.0
C08546,656,6,2,2023.0
C08547,738,20,1,2018.0
C08548,710,13,0,
C08549,724,22,0,
C08550,776,1,0,
C08551,655,24,2,2016.0
C08552,661,13,1,2023.0
C08553,746,6,0,
C08554,682,17,1,2022.0
C08555,761,25,1,2020.0
C08556,667,22,1,2021.0
C08557,783,6,0,
C08558,777,21,1,2023.0
C08559,705,13,1,2019.0
C08560,765,16,0,
C08561,609,5,3,2021.0
C08562,796,11,1,2020.0
C08563,747,21,0,
C08564,678,14,2,2017.0
C08565,675,1,2,2015.0
C08566,797,1,1,2021.0
C08567,661,21,2,2022.0
C08568,781,25,1,2018.0
C08569,725,13,0,
C08570,789,10,0,
C08571,706,12,1,2024.0
C08572,700,19,1,2022.0
C08573,688,4,2,2019.0
C08574,657,4,1,2016.0
C08575,733,21,1,2015.0
C08576,773,18,1,2016.0
C08577,675,25,2,2022.0
C08578,711,14,0,
C08579,522,11,2,2024.0
C08580,669,25,2,2024.0
C08581,713,19,1,2018.0
C08582,744,11,1,2021.0
C08583,785,18,0,
C08584,753,7,0,
C08585,756,25,1,2018.0
C08586,727,4,1,2024.0
C08587,585,19,5,2016.0
C08588,767,4,0,
C08589,732,21,1,2016.0
C08590,798,19,0,
C08591,729,5,0,
C08592,773,7,1,2020.0
C08593,371,19,4,2022.0
C08594,397,5,2,2021.0
C08595,635,21,4,2024.0
C08596,424,21,2,2023.0
C08597,757,19,0,
C08598,739,24,1,2015.0
C08599,710,4,1,2020.0
C08600,689,12,1,2017.0
C08601,794,16,1,2023.0
C08602,790,10,0,
C08603,553,7,3,2018.0
C08604,485,19,3,2021.0
C08605,776,1,1,2016.0
C08606,610,23,4,2017.0
C08607,665,3,1,2019.0
C08608,691,1,2,2021.0
C08609,785,15,0,
C08610,586,9,4,2019.0
C08611,743,14,0,
C08612,754,6,1,2020.0
C08613,650,15,2,2023.0
C08614,762,25,0,
C08615,767,8,0,
C08616,703,19,1,2019.0
C08617,473,1,3,2018.0
C08618,774,16,0,
C08619,767,8,0,
C08620,778,19,1,2022.0
C08621,780,8,1,2018.0
C08622,652,9,2,2019.0
C08623,661,18,1,2016.0
C08624,788,12,0,
C08625,712,16,1,2021.0
C08626,789,19,0,
C08627,667,22,1,2019.0
C08628,706,23,1,2021.0
C08629,726,17,0,
C08630,589,6,5,2016.0
C08631,709,25,0,
C08632,704,9,0,
C08633,316,22,3,2022.0
C08634,695,7,2,2022.0
C08635,701,20,1,2018.0
C08636,800,1,1,2017.0
C08637,721,24,1,2024.0
C08638,785,9,1,2023.0
C08639,797,5,1,2021.0
C08640,592,24,2,2023.0
C08641,799,23,0,
C08642,667,2,2,2021.0
C08643,437,7,3,2023.0
C08644,721,2,0,
C08645,471,16,2,2023.0
C08646,737,13,1,2016.0
C08647,744,7,0,
C08648,413,10,4,2022.0
C08649,730,15,0,
C08650,744,17,1,2022.0
C08651,787,7,0,
C08652,780,3,0,
C08653,765,7,0,
C08654,786,19,1,2015.0
C08655,680,25,1,2019.0
C08656,354,24,4,2021.0
C08657,790,3,0,
C08658,736,25,1,2019.0
C08659,390,8,2,2017.0
C08660,721,18,1,2022.0
C08661,783,21,1,2020.0
C08662,650,1,2,2017.0
C08663,751,24,1,2018.0
C08664,642,17,2,2022.0
C08665,687,11,1,2017.0
C08666,772,2,0,
C08667,666,2,2,2024.0
C08668,732,15,0,
C08669,719,1,1,2021.0
C08670,717,1,1,2016.0
C08671,577,22,2,2023.0
C08672,785,20,0,
C08673,782,13,0,
C08674,554,20,2,2015.0
C08675,683,7,1,2018.0
C08676,768,4,0,
C08677,776,14,1,2019.0
C08678,671,11,2,2023.0
C08679,755,22,0,
C08680,789,7,0,
C08681,748,14,0,
C08682,786,9,1,2016.0
C08683,792,16,0,
C08684,734,22,1,2019.0
C08685,737,2,1,2020.0
C08686,708,25,0,
C08687,315,6,4,2019.0
C08688,655,15,1,2015.0
C08689,737,5,0,
C08690,770,18,0,
C08691,678,10,1,2024.0
C08692,780,17,0,
C08693,767,9,0,
C08694,677,20,2,2018.0
C08695,571,9,4,2019.0
C08696,745,2,0,
C08697,692,15,1,2018.0
C08698,676,6,1,2020.0
C08699,741,1,0,
C08700,714,6,1,2016.0
C08701,691,10,2,2020.0
C08702,363,18,2,2015.0
C08703,317,1,2,2019.0
C08704,751,11,0,
C08705,790,10,0,
C08706,788,19,0,
C08707,786,21,1,2015.0
C08708,731,20,1,2015.0
C08709,680,12,2,2019.0
C08710,436,20,4,2017.0
C08711,734,20,1,2018.0
C08712,781,22,1,2015.0
C08713,726,3,0,
C08714,753,25,1,2015.0
C08715,521,15,2,2017.0
C08716,702,3,1,2017.0
C08717,698,4,1,2015.0
C08718,312,11,4,2021.0
C08719,800,8,1,2021.0
C08720,777,4,1,2021.0
C08721,784,12,0,
C08722,704,19,0,
C08723,457,20,3,2017.0
C08724,539,9,3,2018.0
C08725,325,10,3,2023.0
C08726,619,16,3,2022.0
C08727,774,22,0,
C08728,792,12,1,2015.0
C08729,795,2,0,
C08730,756,23,1,2016.0
C08731,729,2,0,
C08732,790,22,1,2015.0
C08733,406,12,2,2019.0
C08734,681,24,1,2017.0
C08735,785,3,0,
C08736,613,10,5,2023.0
C08737,754,20,1,2024.0
C08738,332,25,5,2023.0
C08739,704,25,1,2018.0
C08740,439,6,5,2018.0
C08741,748,1,1,2017.0
C08742,727,8,1,2015.0
C08743,667,19,2,2016.0
C08744,743,11,1,2024.0
C08745,701,5,1,2019.0
C08746,667,15,1,2019.0
C08747,692,10,2,2020.0
C08748,795,2,0,
C08749,658,8,2,2020.0
C08750,797,20,0,
C08751,753,5,0,
C08752,769,7,0,
C08753,666,17,2,2017.0
C08754,776,13,1,2021.0
C08755,774,4,0,
C08756,793,7,1,2020.0
C08757,780,10,0,
C08758,767,9,0,
C08759,751,14,0,
C08760,778,25,1,2016.0
C08761,522,18,4,2018.0
C08762,696,24,2,2018.0
C08763,684,5,2,2017.0
C08764,687,3,2,2017.0
C08765,671,4,2,2015.0
C08766,445,3,4,2023.0
C08767,764,23,1,2016.0
C08768,708,10,1,2017.0
C08769,555,11,4,2021.0
C08770,780,17,1,2017.0
C08771,747,15,1,2022.0
C08772,664,21,1,2019.0
C08773,374,2,4,2015.0
C08774,780,11,0,
C08775,781,13,1,2018.0
C08776,711,11,1,2024.0
C08777,678,2,2,2018.0
C08778,667,8,2,2018.0
C08779,777,17,1,2023.0
C08780,483,7,4,2023.0
C08781,693,4,2,2015.0
C08782,712,2,1,2016.0
C08783,723,14,0,
C08784,512,24,5,2024.0
C08785,654,6,2,2019.0
C08786,573,21,3,2018.0
C08787,713,18,0,
C08788,764,18,0,
C08789,712,23,1,2019.0
C08790,751,12,0,
C08791,796,18,0,
C08792,765,18,0,
C08793,706,23,0,
C08794,736,15,1,2018.0
C08795,740,6,0,
C08796,510,23,5,2019.0
C08797,519,1,4,2023.0
C08798,764,2,1,2017.0
C08799,781,24,1,2023.0
C08800,744,20,1,2019.0
C08801,755,22,1,2018.0
C08802,373,14,5,2023.0
C08803,753,19,0,
C08804,683,13,1,2015.0
C08805,789,19,1,2024.0
C08806,764,7,0,
C08807,725,1,0,
C08808,773,2,1,2022.0
C08809,716,11,1,2022.0
C08810,689,23,1,2023.0
C08811,717,6,1,2020.0
C08812,718,23,1,2017.0
C08813,376,12,5,2017.0
C08814,714,4,0,
C08815,780,11,0,
C08816,777,3,0,
C08817,723,21,1,2023.0
C08818,731,8,0,
C08819,740,16,1,2017.0
C08820,683,22,2,2019.0
C08821,606,15,2,2018.0
C08822,337,11,2,2017.0
C08823,788,7,1,2023.0
C08824,795,18,1,2016.0
C08825,659,1,1,2018.0
C08826,745,21,0,
C08827,699,9,2,2022.0
C08828,781,7,1,2022.0
C08829,708,15,0,
C08830,721,19,0,
C08831,764,19,1,2018.0
C08832,764,11,0,
