customer_id,pre_approved_personal_loan_limit,interest_rate,max_tenure_months,offer_validity_days
C07980,623690,13.75,48,20
C07981,1000000,10.0,48,33
C07982,730570,11.75,24,16
C07983,1000000,12.45,24,29
C07984,1000000,15.84,48,23
C07985,984368,16.55,12,30
C07986,1000000,10.0,24,46
C07987,691803,15.38,48,36
C07988,939848,14.34,48,32
C07989,1000000,15.45,36,43
C07990,278808,14.31,12,37
C07991,1000000,12.74,60,33
C07992,900144,10.67,48,45
C07993,724768,11.28,36,29
C07994,352830,10.0,48,26
C07995,634488,13.87,36,22
C07996,984984,12.58,36,40
C07997,1000000,12.03,36,59
C07998,533620,12.66,24,50
C07999,850068,11.08,24,18
C08000,865656,16.91,24,60
C08001,771960,16.68,36,27
C08002,307356,11.65,60,21
C08003,1000000,11.25,24,48
C08004,910224,13.82,24,43
C08005,514400,11.48,60,40
C08006,1000000,15.43,36,31
C08007,806918,10.0,36,17
C08008,1000000,11.68,60,54
C08009,1000000,11.19,12,53
C08010,1000000,15.61,48,17
C08011,864105,12.73,60,15
C08012,1000000,14.32,12,57
C08013,1000000,15.32,24,20
C08014,650468,15.64,12,43
C08015,1000000,15.33,12,39
C08016,757020,11.1,12,45
C08017,918577,11.48,24,23
C08018,773370,15.64,24,42
C08019,1000000,10.09,12,44
C08020,776743,12.74,24,47
C08021,873886,12.71,60,45
C08022,331644,15.56,24,41
C08023,1000000,10.0,12,16
C08024,936273,14.0,60,40
C08025,700912,11.65,48,53
C08026,1000000,13.8,24,60
C08027,643032,10.01,24,58
C08028,1000000,14.95,36,45
C08029,1000000,10.81,36,37
C08030,1000000,15.84,48,31
C08031,284056,14.83,12,42
C08032,1000000,15.27,60,24
C08033,821315,11.29,12,58
C08034,367741,16.63,24,22
C08035,395415,17.53,12,16
C08036,395064,13.6,12,49
C08037,557568,15.58,36,54
C08038,791244,10.0,48,15
C08039,705120,11.28,48,48
C08040,1000000,14.93,36,34
C08041,694353,13.63,36,25
C08042,1000000,10.0,60,58
C08043,745920,10.0,60,48
C08044,728896,10.0,24,21
C08045,636705,17.36,48,35
C08046,405680,15.19,24,56
C08047,747648,11.06,12,22
C08048,909580,11.84,60,39
C08049,347448,12.01,36,22
C08050,556894,13.17,48,50
C08051,966878,13.95,24,16
C08052,1000000,14.88,60,29
C08053,1000000,15.36,36,59
C08054,1000000,10.0,36,24
C08055,1000000,11.7,60,49
C08056,538794,15.55,12,25
C08057,228600,11.05,12,60
C08058,1000000,14.8,12,58
C08059,1000000,12.09,60,39
C08060,1000000,15.32,36,29
C08061,651456,11.47,48,38
C08062,1000000,10.14,36,28
C08063,1000000,12.78,24,39
C08064,354420,11.8,36,60
C08065,1000000,12.64,24,58
C08066,610152,14.72,24,53
C08067,592780,13.81,24,40
C08068,1000000,10.86,36,47
C08069,564777,14.31,24,47
C08070,1000000,10.0,24,49
C08071,1000000,14.47,36,52
C08072,618120,12.47,48,41
C08073,1000000,16.8,36,50
C08074,1000000,12.81,60,16
C08075,659560,17.2,48,39
C08076,906015,11.41,36,34
C08077,1000000,11.45,24,46
C08078,954234,15.74,12,57
C08079,1000000,10.0,48,53
C08080,1000000,13.69,36,29
C08081,558945,10.31,60,51
C08082,396416,13.88,36,22
C08083,998478,12.32,24,34
C08084,1000000,11.87,12,28
C08085,986058,16.12,12,29
C08086,1000000,11.6,24,26
C08087,702927,10.65,36,16
C08088,1000000,11.86,48,33
C08089,608641,11.1,60,33
C08090,858780,14.64,24,44
C08091,744810,10.0,24,19
C08092,1000000,14.06,36,21
C08093,1000000,11.87,24,38
C08094,487940,10.0,36,58
C08095,1000000,14.91,24,27
C08096,797024,12.44,24,24
C08097,654832,13.15,36,34
C08098,1000000,10.68,36,55
C08099,727335,14.5,60,48
C08100,670530,10.54,24,34
C08101,621764,15.65,36,59
C08102,1000000,11.79,36,21
C08103,983775,14.64,36,42
C08104,251712,11.26,12,60
C08105,552344,10.0,48,33
C08106,555344,10.68,12,55
C08107,756349,15.69,36,22
C08108,399408,13.83,24,24
C08109,891730,12.99,36,23
C08110,927230,15.26,24,33
C08111,1000000,13.8,36,41
C08112,1000000,14.79,36,45
C08113,1000000,10.61,24,40
C08114,1000000,10.0,12,21
C08115,1000000,15.47,12,26
C08116,517050,17.37,48,18
C08117,1000000,10.0,60,15
C08118,1000000,11.41,60,36
C08119,1000000,10.0,60,37
C08120,1000000,12.94,48,47
C08121,802980,12.25,48,21
C08122,810664,12.07,24,37
C08123,628470,11.66,12,44
C08124,732180,11.89,36,29
C08125,372084,15.67,12,31
C08126,794520,16.68,12,42
C08127,1000000,15.41,24,23
C08128,1000000,11.3,36,25
C08129,1000000,15.83,60,35
C08130,689640,12.76,48,54
C08131,1000000,12.92,48,44
C08132,946179,10.27,36,32
C08133,690858,15.32,12,42
C08134,598680,11.82,48,23
C08135,871336,16.16,60,48
C08136,1000000,10.0,24,58
C08137,808164,12.81,36,43
C08138,539572,15.66,12,57
C08139,634257,16.1,60,21
C08140,1000000,10.32,24,26
C08141,450351,17.21,48,58
C08142,376112,15.51,24,21
C08143,525744,15.92,12,19
C08144,1000000,14.9,60,46
C08145,1000000,10.0,48,48
C08146,1000000,10.72,60,22
C08147,231300,10.27,60,24
C08148,541648,10.0,48,51
C08149,417703,15.87,60,57
C08150,1000000,12.45,12,25
C08151,440240,17.03,24,36
C08152,1000000,10.88,48,51
C08153,848400,11.77,60,39
C08154,882270,15.75,48,17
C08155,819297,12.67,60,56
C08156,573595,10.42,36,42
C08157,675920,10.0,12,45
C08158,658236,15.41,48,30
C08159,959805,13.56,60,27
C08160,1000000,11.14,24,38
C08161,1000000,16.49,48,53
C08162,813456,13.86,24,53
C08163,763367,14.51,12,60
C08164,536448,10.0,24,42
C08165,1000000,16.92,36,32
C08166,244440,10.0,48,44
C08167,385440,10.07,60,41
C08168,986426,12.32,36,50
C08169,1000000,10.46,36,42
C08170,1000000,10.0,60,19
C08171,822015,13.93,48,41
C08172,586260,15.07,60,51
C08173,1000000,14.6,24,59
C08174,1000000,10.0,24,17
C08175,747828,16.08,24,41
C08176,1000000,12.51,24,15
C08177,1000000,10.66,48,52
C08178,639028,17.39,36,24
C08179,1000000,11.17,12,24
C08180,993768,13.38,12,26
C08181,1000000,15.26,24,35
C08182,1000000,11.81,60,23
C08183,1000000,14.22,36,23
C08184,1000000,16.01,36,35
C08185,891826,17.13,24,44
C08186,565512,13.69,48,21
C08187,319833,13.06,12,29
C08188,1000000,11.99,12,18
C08189,1000000,12.21,12,17
C08190,589666,15.65,36,31
C08191,1000000,10.0,36,34
C08192,1000000,13.1,36,43
C08193,831900,16.81,36,21
C08194,556470,12.79,60,49
C08195,750708,13.38,48,18
C08196,988035,16.19,48,36
C08197,1000000,15.83,24,46
C08198,536152,10.94,60,32
C08199,1000000,13.39,60,45
C08200,1000000,16.63,12,49
C08201,684788,17.08,60,26
C08202,959588,15.11,48,40
C08203,901417,16.93,24,33
C08204,964866,13.36,24,51
C08205,728123,16.43,36,38
C08206,537500,11.02,48,35
C08207,1000000,12.61,60,60
C08208,1000000,14.87,36,48
C08209,1000000,10.42,48,53
C08210,999225,10.88,60,24
C08211,1000000,15.97,48,45
C08212,1000000,13.47,24,35
C08213,718440,10.61,24,37
C08214,1000000,15.07,48,29
C08215,1000000,10.0,60,32
C08216,672336,12.49,24,34
C08217,1000000,10.59,12,34
C08218,527544,14.64,48,32
C08219,1000000,16.78,24,37
C08220,941080,12.34,60,20
C08221,1000000,13.17,24,52
C08222,998760,13.52,36,36
C08223,711970,16.25,60,60
C08224,232104,12.14,48,32
C08225,868293,10.0,12,56
C08226,583188,13.79,36,31
C08227,737759,10.19,60,58
C08228,609630,16.6,24,18
C08229,354510,10.43,12,59
C08230,905472,12.61,36,41
C08231,790356,15.04,36,44
C08232,697563,15.26,60,40
C08233,365496,13.21,36,17
C08234,432297,16.7,60,18
C08235,1000000,10.49,24,36
C08236,1000000,10.5,48,48
C08237,1000000,14.66,36,36
C08238,1000000,12.07,12,17
C08239,1000000,12.4,24,31
C08240,687768,16.73,24,31
C08241,1000000,14.94,24,56
C08242,756108,14.48,36,38
C08243,1000000,15.68,48,32
C08244,1000000,10.32,12,50
C08245,1000000,10.22,12,24
C08246,706394,15.97,36,31
C08247,1000000,11.43,48,36
C08248,841224,10.64,24,57
C08249,1000000,16.62,12,49
C08250,735490,10.0,24,51
C08251,1000000,10.6,36,31
C08252,1000000,10.0,36,31
C08253,664059,12.2,24,46
C08254,1000000,13.5,60,40
C08255,575614,10.0,24,32
C08256,1000000,14.85,48,37
C08257,519885,12.88,12,52
C08258,747456,15.21,60,28
C08259,848955,13.49,24,24
C08260,291500,11.23,60,32
C08261,576440,10.6,12,47
C08262,554752,15.3,24,56
C08263,857131,15.52,48,18
C08264,760290,11.53,60,42
C08265,322890,14.85,24,16
C08266,1000000,13.88,12,34
C08267,699310,15.85,36,33
C08268,408051,10.0,60,24
C08269,893160,13.51,48,54
C08270,866224,15.92,48,49
C08271,1000000,15.77,60,18
C08272,501396,12.61,60,51
C08273,1000000,10.58,60,42
C08274,992800,16.72,12,47
C08275,936792,16.63,36,40
C08276,337720,15.64,12,29
C08277,265236,16.33,12,25
C08278,884358,14.76,36,26
C08279,651712,14.6,60,33
C08280,644820,11.88,36,60
C08281,1000000,10.45,12,38
C08282,1000000,10.0,12,60
C08283,957759,15.37,60,26
C08284,1000000,14.73,36,20
C08285,579411,16.28,24,33
C08286,821483,15.83,12,52
C08287,853920,14.73,12,58
C08288,1000000,10.0,48,16
C08289,1000000,13.49,60,52
C08290,1000000,15.5,12,29
C08291,281110,12.16,24,39
C08292,891600,14.96,36,53
C08293,1000000,13.27,24,43
C08294,1000000,10.65,60,42
C08295,1000000,16.16,24,38
C08296,1000000,11.32,12,32
C08297,668635,11.9,24,44
C08298,1000000,10.0,60,50
C08299,889546,16.94,12,51
C08300,877216,11.18,24,30
C08301,872452,16.95,36,40
C08302,760680,13.15,12,53
C08303,556512,13.37,36,32
C08304,1000000,10.76,48,40
C08305,1000000,11.16,48,23
C08306,822936,13.69,60,34
C08307,712872,15.61,36,15
C08308,1000000,13.38,24,58
C08309,582100,12.5,12,40
C08310,917595,15.28,12,19
C08311,396440,13.26,60,26
C08312,1000000,13.48,12,27
C08313,649632,14.14,12,35
C08314,403980,10.5,60,57
C08315,1000000,13.03,24,39
C08316,547261,17.38,60,16
C08317,560911,13.88,36,37
C08318,662670,14.11,12,46
C08319,1000000,16.4,24,53
C08320,763490,17.18,12,43
C08321,1000000,12.21,24,52
C08322,842160,14.91,48,25
C08323,1000000,13.68,36,57
C08324,1000000,10.22,36,38
C08325,583470,10.83,60,29
C08326,993874,13.7,12,49
C08327,690503,12.3,60,17
C08328,1000000,15.72,60,53
C08329,1000000,15.95,24,42
C08330,1000000,11.52,12,33
C08331,838430,10.0,36,29
C08332,907621,11.44,60,40
C08333,844800,13.89,60,28
C08334,687027,11.97,36,57
C08335,951717,12.13,12,28
C08336,693891,10.92,24,46
C08337,1000000,14.64,36,52
C08338,1000000,13.43,36,60
C08339,1000000,10.0,48,31
C08340,1000000,10.0,12,59
C08341,1000000,10.0,24,32
C08342,937640,10.01,24,53
C08343,1000000,12.26,60,38
C08344,865950,11.04,36,35
C08345,978010,16.7,24,26
C08346,499437,10.0,24,20
C08347,747615,16.29,36,57
C08348,1000000,10.7,48,42
C08349,395610,12.78,36,55
C08350,691356,15.51,48,42
C08351,1000000,15.56,48,37
C08352,1000000,13.03,48,52
C08353,1000000,13.32,60,17
C08354,1000000,15.15,24,30
C08355,1000000,16.27,36,51
C08356,1000000,10.74,60,21
C08357,1000000,10.0,60,57
C08358,246672,11.27,60,55
C08359,1000000,12.72,36,33
C08360,658548,12.87,48,52
C08361,1000000,10.34,24,46
C08362,988468,15.07,48,34
C08363,1000000,15.75,36,55
C08364,639816,11.41,48,55
C08365,1000000,10.0,36,36
C08366,1000000,10.04,60,22
C08367,498875,11.9,48,22
C08368,435448,11.19,48,54
C08369,975795,13.12,48,50
C08370,882590,12.27,60,51
C08371,904241,14.51,36,27
C08372,1000000,14.73,60,24
C08373,1000000,10.0,48,19
C08374,1000000,16.43,24,41
C08375,882981,16.01,36,40
C08376,521112,14.36,12,39
C08377,715726,16.37,48,17
C08378,1000000,14.59,36,53
C08379,1000000,15.81,24,60
C08380,920465,14.45,12,21
C08381,944762,12.06,36,17
C08382,1000000,15.25,60,27
C08383,759960,15.36,48,41
C08384,1000000,11.69,36,35
C08385,510792,11.9,24,50
C08386,542277,15.98,48,31
C08387,515976,11.77,12,27
C08388,714168,16.68,36,22
C08389,849453,11.69,60,28
C08390,667044,10.57,36,45
C08391,656790,11.75,48,15
C08392,227484,10.32,12,28
C08393,321672,16.52,36,49
C08394,352464,17.18,60,42
C08395,298017,11.72,60,39
C08396,500832,14.12,36,55
C08397,771192,11.95,24,59
C08398,1000000,13.87,12,18
C08399,1000000,11.3,60,42
C08400,458230,12.19,36,26
C08401,955070,12.41,48,20
C08402,1000000,15.02,60,45
C08403,387309,14.61,24,59
C08404,352816,12.56,48,42
C08405,1000000,12.75,24,26
C08406,1000000,16.96,12,39
C08407,744450,10.74,60,30
C08408,500907,13.85,36,36
C08409,323766,15.99,24,34
C08410,732024,17.13,24,42
C08411,312928,10.05,60,26
C08412,569080,14.24,36,50
C08413,732672,16.02,24,15
C08414,1000000,11.41,36,15
C08415,587520,11.2,12,21
C08416,1000000,10.71,36,44
C08417,1000000,11.62,60,23
C08418,338884,13.24,12,58
C08419,562288,16.95,12,16
C08420,679800,11.21,24,55
C08421,1000000,12.77,12,25
C08422,688768,15.35,24,50
C08423,519597,10.89,48,29
C08424,1000000,13.22,24,43
C08425,747200,11.1,48,48
C08426,637168,16.78,12,39
C08427,695232,13.65,12,41
C08428,580410,14.47,12,20
C08429,1000000,11.32,48,46
C08430,1000000,14.35,12,36
C08431,1000000,12.91,60,19
C08432,1000000,15.72,36,41
C08433,694958,12.58,12,20
C08434,416250,16.59,48,45
C08435,503415,15.88,36,15
C08436,845317,15.87,36,18
C08437,1000000,15.99,36,43
C08438,533312,10.7,48,48
C08439,901521,10.0,12,31
C08440,1000000,13.13,48,48
C08441,970256,12.07,48,44
C08442,868816,10.0,24,25
C08443,378729,15.38,24,39
C08444,1000000,15.76,12,33
C08445,718784,14.03,12,46
C08446,1000000,16.62,36,37
C08447,1000000,16.79,60,23
C08448,333045,11.57,60,28
C08449,415950,12.59,12,53
C08450,1000000,11.58,48,28
C08451,838431,10.45,36,19
C08452,731592,12.03,24,31
C08453,556236,13.5,36,50
C08454,681240,15.64,60,39
C08455,741321,14.33,12,24
C08456,1000000,12.82,36,43
C08457,393410,14.58,24,56
C08458,912840,15.05,60,50
C08459,419177,13.5,36,60
C08460,1000000,15.05,60,35
C08461,789165,16.54,48,44
C08462,692070,11.68,12,46
C08463,479350,13.8,60,36
C08464,583170,15.95,12,31
C08465,1000000,10.76,12,57
C08466,611910,11.87,60,27
C08467,1000000,16.07,36,37
C08468,1000000,10.0,60,37
C08469,1000000,10.8,48,57
C08470,356840,11.47,60,17
C08471,1000000,13.52,24,15
C08472,1000000,11.45,60,33
C08473,1000000,14.82,24,19
C08474,1000000,14.64,24,57
C08475,1000000,15.57,36,29
C08476,1000000,11.74,24,34
C08477,632324,11.18,36,35
C08478,690900,14.66,12,27
C08479,1000000,13.83,48,26
C08480,1000000,12.27,12,55
C08481,614848,16.02,12,38
C08482,1000000,14.97,36,37
C08483,1000000,17.04,60,29
C08484,919065,11.36,12,39
C08485,814428,13.93,12,23
C08486,1000000,15.16,36,59
C08487,397008,14.3,12,39
C08488,890032,15.0,36,40
C08489,1000000,13.65,60,55
C08490,765990,13.46,24,57
C08491,1000000,16.02,12,38
C08492,392370,14.33,48,28
C08493,580446,16.29,36,28
C08494,518196,12.25,12,30
C08495,1000000,10.0,36,59
C08496,618576,14.74,24,51
C08497,754351,10.42,48,41
C08498,1000000,11.33,12,44
C08499,965327,12.98,36,44
C08500,512708,16.08,12,58
C08501,1000000,12.93,12,31
C08502,717964,12.61,48,55
C08503,1000000,10.7,12,20
C08504,946224,10.15,24,49
C08505,990691,15.49,24,17
C08506,611226,10.38,24,20
C08507,799370,16.94,60,39
C08508,913484,10.12,60,52
C08509,864048,15.47,36,19
C08510,417000,10.33,12,22
C08511,1000000,10.0,48,53
C08512,874752,12.91,36,38
C08513,1000000,15.12,48,54
C08514,668384,15.35,60,46
C08515,526449,15.07,60,19
C08516,1000000,10.96,12,55
C08517,642840,15.91,60,58
C08518,658000,11.49,48,55
C08519,338778,10.0,24,32
C08520,647019,12.36,48,46
C08521,1000000,14.45,24,42
C08522,906125,14.28,24,24
C08523,1000000,15.08,48,21
C08524,975338,12.69,24,39
C08525,702510,10.0,12,53
C08526,1000000,10.57,48,39
C08527,1000000,10.0,60,37
C08528,647224,13.94,60,53
C08529,875308,15.94,24,48
C08530,597256,13.57,36,27
C08531,1000000,11.85,48,26
C08532,1000000,16.58,24,30
C08533,835780,13.69,48,47
C08534,625112,13.45,24,36
C08535,1000000,14.8,48,53
C08536,909904,10.58,12,45
C08537,909458,13.65,36,23
C08538,425472,11.21,24,32
C08539,642429,13.09,36,46
C08540,1000000,10.0,24,46
C08541,347536,14.57,48,49
C08542,670857,11.23,60,44
C08543,1000000,11.12,48,46
C08544,699650,11.22,36,21
C08545,728845,12.52,48,33
C08546,1000000,12.75,60,53
C08547,850416,10.0,48,16
C08548,1000000,16.08,12,53
C08549,668844,12.5,36,42
C08550,478386,15.17,12,58
C08551,957180,10.0,48,34
C08552,1000000,13.63,48,53
C08553,1000000,13.89,12,35
C08554,361863,11.05,24,15
C08555,1000000,11.02,24,35
C08556,403875,10.19,36,57
C08557,788099,15.65,36,15
C08558,635943,10.99,60,38
C08559,1000000,10.84,60,36
C08560,777476,11.87,12,19
C08561,1000000,16.15,60,60
C08562,1000000,14.85,48,19
C08563,676520,13.0,60,20
C08564,778572,10.88,60,52
C08565,537361,10.0,24,44
C08566,1000000,15.77,24,28
C08567,1000000,14.25,24,60
C08568,1000000,12.54,24,33
C08569,1000000,15.45,48,54
C08570,1000000,12.77,24,16
C08571,479868,13.61,12,32
C08572,271485,14.9,36,40
C08573,482115,17.57,12,15
C08574,1000000,14.6,48,17
C08575,576576,17.41,36,21
C08576,1000000,10.0,60,45
C08577,781391,16.86,36,27
C08578,716940,11.66,60,55
C08579,1000000,11.82,24,46
C08580,1000000,10.0,12,25
C08581,642600,10.0,48,37
C08582,1000000,13.02,60,43
C08583,483700,12.01,36,56
C08584,1000000,10.0,36,25
C08585,980580,13.84,36,45
C08586,1000000,15.45,36,39
C08587,666064,14.68,60,21
C08588,647124,12.73,12,43
C08589,419816,11.96,36,34
C08590,474067,16.27,36,21
C08591,832716,14.74,36,48
C08592,1000000,13.64,48,23
C08593,1000000,11.21,24,56
C08594,1000000,10.86,36,49
C08595,1000000,16.05,24,21
C08596,681888,14.12,48,46
C08597,1000000,16.04,48,27
C08598,1000000,15.37,48,20
C08599,1000000,10.0,24,35
C08600,834936,16.19,48,23
C08601,1000000,15.82,12,21
C08602,636072,15.52,60,16
C08603,1000000,10.41,12,19
C08604,1000000,15.26,24,51
C08605,446010,14.38,36,36
C08606,1000000,14.54,12,55
C08607,1000000,14.48,60,48
C08608,946330,16.04,48,28
C08609,1000000,13.09,36,56
C08610,453015,10.0,48,53
C08611,389392,17.32,24,22
C08612,1000000,11.21,36,52
C08613,818232,12.25,36,17
C08614,817767,12.78,24,38
C08615,1000000,15.4,60,30
C08616,1000000,13.79,12,59
C08617,847930,10.0,48,42
C08618,599005,12.67,12,30
C08619,1000000,13.01,48,28
C08620,1000000,12.54,48,56
C08621,926745,11.62,60,37
C08622,740568,12.37,60,58
C08623,425008,17.26,48,39
C08624,418185,16.19,60,16
C08625,1000000,11.73,36,37
C08626,1000000,12.23,36,15
C08627,820776,15.87,48,40
C08628,827710,13.85,24,33
C08629,356796,11.23,48,58
C08630,724229,16.02,60,22
C08631,1000000,10.0,60,45
C08632,1000000,13.47,36,20
C08633,942550,11.61,36,22
C08634,976105,10.0,48,48
C08635,1000000,13.55,12,33
C08636,494560,16.19,24,49
C08637,1000000,16.34,60,38
C08638,645176,13.93,24,28
C08639,658280,10.99,24,25
C08640,1000000,13.17,12,30
C08641,497170,10.94,24,58
C08642,1000000,10.0,36,24
C08643,598155,15.84,36,48
C08644,558927,12.41,12,52
C08645,812040,10.15,48,57
C08646,542410,14.1,36,38
C08647,589914,11.7,12,23
C08648,1000000,10.0,48,57
C08649,816030,12.4,60,56
C08650,1000000,14.46,36,30
C08651,774900,16.35,60,19
C08652,873132,14.26,36,42
C08653,898320,12.87,60,56
C08654,823030,15.31,24,53
C08655,1000000,10.0,48,16
C08656,1000000,16.09,24,24
C08657,812952,14.88,60,25
C08658,1000000,13.2,60,15
C08659,748007,11.67,24,37
C08660,1000000,10.81,12,22
C08661,582494,10.79,48,55
C08662,775680,13.51,36,20
C08663,1000000,11.62,48,26
C08664,1000000,16.97,24,37
C08665,884205,13.71,36,26
C08666,1000000,13.26,12,37
C08667,906021,16.0,48,22
C08668,1000000,10.0,60,29
C08669,865575,10.0,24,28
C08670,251152,12.23,24,39
C08671,523350,12.84,36,35
C08672,408570,11.45,60,21
C08673,946715,12.63,60,18
C08674,1000000,13.23,36,35
C08675,475515,14.05,60,37
C08676,524953,10.8,24,60
C08677,1000000,12.05,60,17
C08678,1000000,13.94,24,34
C08679,1000000,14.14,60,48
C08680,1000000,14.34,36,46
C08681,1000000,12.08,48,52
C08682,700040,16.73,60,57
C08683,929050,16.21,24,17
C08684,591129,10.85,12,25
C08685,872805,13.02,36,42
C08686,658584,10.0,24,42
C08687,795795,12.96,12,33
C08688,1000000,10.0,48,54
C08689,1000000,14.31,24,59
C08690,1000000,15.71,48,52
C08691,720900,13.77,60,33
C08692,710847,11.15,36,40
C08693,455344,14.91,48,44
C08694,1000000,10.67,24,22
C08695,355696,13.72,60,44
C08696,928648,16.54,48,20
C08697,590355,10.0,48,52
C08698,709506,16.3,48,27
C08699,1000000,14.12,48,23
C08700,778162,16.69,60,35
C08701,1000000,16.79,24,58
C08702,1000000,10.0,12,56
C08703,586026,16.94,36,28
C08704,687132,14.84,48,55
C08705,1000000,12.38,60,56
C08706,1000000,10.0,12,50
C08707,830032,10.66,48,58
C08708,1000000,10.0,48,49
C08709,549682,11.88,24,17
C08710,452648,16.83,36,31
C08711,497700,11.3,24,39
C08712,1000000,16.65,36,30
C08713,694020,14.31,12,36
C08714,477565,12.83,24,55
C08715,985736,15.9,48,44
C08716,662992,10.0,36,26
C08717,663120,10.0,60,57
C08718,1000000,16.27,24,43
C08719,1000000,13.52,36,39
C08720,1000000,14.93,36,41
C08721,1000000,11.26,36,34
C08722,1000000,10.0,48,54
C08723,720740,11.32,36,44
C08724,1000000,13.46,60,23
C08725,987672,10.0,48,21
C08726,1000000,11.24,60,21
C08727,1000000,10.0,60,17
C08728,421575,17.21,48,60
C08729,843388,11.41,24,20
C08730,1000000,10.88,12,17
C08731,471972,16.08,48,57
C08732,562340,17.35,36,55
C08733,1000000,13.51,60,46
C08734,1000000,16.35,48,51
C08735,1000000,13.59,24,44
C08736,708610,14.53,60,48
C08737,861751,16.54,24,40
C08738,1000000,11.31,48,29
C08739,1000000,13.49,60,42
C08740,928584,15.35,12,16
C08741,946485,13.2,36,40
C08742,681966,10.54,24,53
C08743,1000000,11.78,12,24
C08744,999369,14.59,48,52
C08745,568376,17.09,48,44
C08746,669141,12.99,60,43
C08747,813839,11.63,48,54
C08748,1000000,16.2,48,16
C08749,544236,13.91,24,18
C08750,755870,10.0,48,21
C08751,729720,12.03,36,37
C08752,1000000,15.7,48,57
C08753,1000000,12.92,24,42
C08754,1000000,12.8,36,39
C08755,669104,10.0,48,58
C08756,756060,10.0,12,17
C08757,599856,16.45,48,39
C08758,891154,12.87,60,52
C08759,643779,15.3,48,59
C08760,748137,10.0,36,21
C08761,558544,17.03,48,47
C08762,1000000,10.0,24,27
C08763,1000000,16.58,60,17
C08764,1000000,11.02,12,33
C08765,1000000,16.04,36,50
C08766,672290,10.67,24,43
C08767,1000000,10.0,48,46
C08768,730904,10.05,60,44
C08769,1000000,16.21,60,60
C08770,438975,15.53,24,19
C08771,613130,10.0,48,27
C08772,1000000,15.62,60,59
C08773,810072,16.71,60,17
C08774,1000000,13.85,12,49
C08775,1000000,12.68,60,29
C08776,983625,10.0,36,41
C08777,1000000,14.36,60,44
C08778,864248,12.52,48,34
C08779,955044,12.53,12,41
C08780,777015,16.62,36,28
C08781,1000000,16.07,48,54
C08782,1000000,13.53,12,35
C08783,788032,11.81,12,26
C08784,1000000,14.81,48,44
C08785,597696,10.0,60,25
C08786,1000000,15.27,12,39
C08787,1000000,11.57,48,30
C08788,1000000,11.87,24,48
C08789,1000000,10.15,36,44
C08790,1000000,11.27,48,16
C08791,1000000,16.24,12,29
C08792,977990,13.38,48,60
C08793,755222,13.02,60,26
C08794,720882,15.76,48,42
C08795,268312,11.89,12,54
C08796,1000000,13.83,48,42
C08797,986359,14.98,48,60
C08798,457366,12.44,12,50
C08799,1000000,15.34,24,47
C08800,321138,13.65,24,56
C08801,329944,10.56,60,40
C08802,1000000,10.44,60,56
C08803,558888,11.68,48,41
C08804,1000000,10.0,60,48
C08805,648522,13.14,24,25
C08806,1000000,11.76,36,48
C08807,1000000,13.4,60,60
C08808,1000000,12.35,36,20
C08809,883190,10.0,36,18
C08810,1000000,11.59,36,37
C08811,820488,12.14,12,34
C08812,1000000,14.26,60,57
C08813,1000000,15.03,60,33
C08814,1000000,16.16,48,23
C08815,473210,13.97,12,19
C08816,891128,16.51,60,30
C08817,937963,16.41,12,26
C08818,1000000,16.15,12,31
C08819,1000000,12.7,36,20
C08820,331592,16.67,60,24
C08821,434602,15.03,24,49
C08822,396256,12.3,60,23
C08823,699312,14.6,24,35
C08824,999970,10.0,60,57
C08825,605538,16.91,12,55
C08826,904536,11.14,24,25
C08827,1000000,16.85,24,21
C08828,1000000,13.38,36,44
C08829,336870,14.74,36,34
C08830,503163,13.97,24,35
C08831,1000000,15.7,60,15
C08832,1000000,14.18,36,24
C08833,1000000,10.05,24,24
C08834,610320,11.71,36,43
C08835,756060,12.18,60,23
C08836,1000000,13.46,60,46
C08837,795256,10.0,60,34
C08838,534240,11.64,24,17
C08839,1000000,15.2,12,33
C08840,748979,12.07,24,59
C08841,481860,11.04,48,38
C08842,1000000,16.14,48,44
C08843,717977,13.73,24,58
C08844,1000000,13.63,60,48
C08845,1000000,15.55,48,39
C08846,1000000,14.61,12,20
C08847,1000000,13.2,36,20
C08848,764930,12.62,60,58
C08849,670787,16.51,12,29
C08850,904865,14.92,12,32
C08851,1000000,14.94,36,17
C08852,741334,10.0,12,20
C08853,376308,11.18,24,33
C08854,1000000,13.73,60,33
C08855,1000000,14.91,60,26
C08856,701064,12.76,36,36
C08857,678996,10.49,36,19
C08858,1000000,15.88,60,33
C08859,537930,12.68,12,42
C08860,758186,16.32,36,39
C08861,771984,16.24,60,42
C08862,511848,10.39,60,51
C08863,1000000,12.25,36,24
C08864,653841,10.0,60,21
C08865,1000000,15.71,48,34
C08866,1000000,10.0,24,20
C08867,390720,12.68,48,54
C08868,796810,10.33,36,18
C08869,1000000,15.18,60,15
C08870,1000000,10.0,48,38
C08871,878220,14.98,36,59
C08872,815830,16.56,24,19
C08873,613665,14.46,36,59
C08874,1000000,10.39,24,16
C08875,966945,10.97,36,23
C08876,460464,10.14,12,37
C08877,838255,10.0,48,58
C08878,526801,10.0,12,29
C08879,704718,15.85,36,45
C08880,674487,15.78,12,28
C08881,298830,10.35,60,26
C08882,983508,15.19,24,40
C08883,1000000,10.0,36,56
C08884,569349,16.06,12,37
